Name,Rating,Type,Price Level,Total_user_rating,Locality,Lat,Lng,Region
SCTR'S Pune Institute of Computer Technology,4.3,university,2,519,Dhankawadi,18.4575421,73.8508336,R4
Shakambhari Dry Fruits and Foods,3,supermarket,2,2,Dhankawadi,18.4616481,73.8578217,R4
Shiv Super Market,4.2,supermarket,2,5,Dhankawadi,18.4644108,73.8583049,R4
Shoe Craze,0,shoe_store,2,0,Dhankawadi,18.466518,73.857742,R4
Shoe Keep,0,shoe_store,2,0,Dhankawadi,18.463133,73.8579529,R4
Shravan washing centre,0,car_wash,2,0,Dhankawadi,18.461621,73.850532,R4
Shree Balaji Aquarium,4.4,pet_store,2,7,Dhankawadi,18.4570687,73.8513137,R4
Shree Drycleaners,0,laundry,2,0,Dhankawadi,18.462123,73.858206,R4
Shree Eashwar Traders,0,supermarket,2,0,Dhankawadi,18.4645936,73.8578765,R4
Shree Ganesh Auto Service,0,car_repair,2,0,Dhankawadi,18.465365,73.854968,R4
Shree Krupa Book Stall,5,book_store,2,2,Dhankawadi,18.4709811,73.857595,R4
Shree Nath Shoes,0,shoe_store,2,0,Dhankawadi,18.4676386,73.8581248,R4
Shreya Trading,2.9,supermarket,2,8,Dhankawadi,18.463066,73.862258,R4
Shri Swami Gurudatta Washing Center,4,car_wash,2,9,Dhankawadi,18.4576572,73.8462376,R4
Shyam Traders,5,supermarket,2,1,Dhankawadi,18.4629787,73.8579451,R4
SIDDHI GARMENTS,3.7,clothing_store,2,3,Dhankawadi,18.469871,73.858446,R4
SL Boys,0,night_club,2,0,Dhankawadi,18.4727312,73.8558349,R4
Sopanraj auto garage,0,car_repair,2,0,Dhankawadi,18.4617975,73.8522647,R4
Star Beauty and Gym for Ladies and Ladies Gym in Pune Only For Women Gym,3.1,spa,2,18,Dhankawadi,18.462017,73.8576618,R4
Students Laundry,5,laundry,2,1,Dhankawadi,18.4665904,73.8593831,R4
sun control film,3.8,car_repair,2,8,Dhankawadi,18.552373,73.928724,R4
Supreme Hardware Stores,5,hardware_store,2,3,Dhankawadi,18.4681356,73.855804,R4
Suraj Sales Dhankawadi Pune,5,electronics_store,2,6,Dhankawadi,18.464175,73.858086,R4
Suwarnsparsh Gems & Jewellery,3,jewelry_store,2,1,Dhankawadi,18.4616152,73.8506675,R4
Swami Hostel,3.1,lodging,2,43,Dhankawadi,18.4636309,73.8597253,R4
Swaraj College of Commerce and Computer Studies,3.9,university,2,34,Dhankawadi,18.4696121,73.8458209,R4
"The Looks Unisex Saloon, Balaji Nagar, Dhankawadi",4.9,spa,2,26,Dhankawadi,18.4665381,73.8577272,R4
The Shelar TVS Workshop,4.7,car_repair,2,5210,Dhankawadi,18.4663775,73.8584599,R4
Tranceform Fitness Best Gym in Dhankawadi,4.4,gym,2,149,Dhankawadi,18.4601929,73.8509238,R4
Tulja Shoes,0,shoe_store,2,0,Dhankawadi,18.469871,73.858446,R4
Ultimate Fitness,3.9,gym,2,25,Dhankawadi,18.4566823,73.8401435,R4
UNIQUE,0,clothing_store,2,0,Dhankawadi,18.4552775,73.8511298,R4
Universal Shoes Pune,3.4,shoe_store,2,9,Dhankawadi,18.4664886,73.8572713,R4
Utkarsh Happydays,0,travel_agency,2,0,Dhankawadi,18.46992,73.860035,R4
Vaibhav Jewellers,0,jewelry_store,2,0,Dhankawadi,18.4573429,73.8507245,R4
Venkateshwara Auto Works,0,car_repair,2,0,Dhankawadi,18.464065,73.854214,R4
Venus,0,beauty_salon,2,0,Dhankawadi,18.4573429,73.8507245,R4
Verma Building,0,night_club,2,0,Dhankawadi,18.4557354,73.846307,R4
Vijay Electronics,4.2,electronics_store,2,12,Dhankawadi,18.4631055,73.8621034,R4
Virangula Kendra,3.9,gym,2,75,Dhankawadi,18.455049,73.8502157,R4
Vishal Jewellers,4.1,jewelry_store,2,8,Dhankawadi,18.4616454,73.8504552,R4
Vishvakarma Book Store,4.1,book_store,2,9,Dhankawadi,18.460445,73.857117,R4
Vision Plus,0,shopping_mall,2,0,Dhankawadi,18.4669741,73.858157,R4
Walkers Retail Outlet,4.7,shoe_store,2,3,Dhankawadi,18.4655613,73.8583648,R4
Walkers Retail Outlet,3,shoe_store,2,1,Dhankawadi,18.4695021,73.8600939,R4
Wallpaper Gallery,4,shopping_mall,2,1,Dhankawadi,18.4654799,73.8577527,R4
Yuva Samrajya,0,night_club,2,0,Dhankawadi,18.464572,73.8472341,R4
Desarda Travels,1,travel_agency,2,1,Dhankawadi Pune,18.4648846,73.8555231,R4
Janta Footware,4.3,shoe_store,2,3,"Dhankawadi, Pune",18.465499,73.854967,R4
tech news,0,book_store,2,0,"Dhankawadi, Pune",18.4648188,73.8483773,R4
S K KOTHARI,4.3,book_store,2,16,dhankawadi.,18.4573185,73.8532382,R4
Priya Furnitures,3.7,furniture_store,2,3,Dhankawdi,18.4731226,73.8567859,R4
S R Computer's,0,electronics_store,2,0,Dhankawdi,18.4657045,73.8477874,R4
Vakratund Enterprise,3.4,electronics_store,2,88,Dhankawdi,18.458816,73.850368,R4
Jagraj Technologies,0,electronics_store,2,0,Dhankwadi,18.4605548,73.850908,R4
raj travels,3,travel_agency,2,1,Dhankwadi,18.460803,73.862685,R4
Ansari DryCleaners,0,laundry,2,0,Dhanori,18.5780994,73.8991705,R2
Atul Enterprises,4.7,hardware_store,2,3,Dhanori,18.5772745,73.8951826,R2
Avents Impex Private Limited,0,shoe_store,2,0,Dhanori,18.5556981,73.7946685,R2
Baking classes pune,4.7,cafe,2,17,Dhanori,18.5967107,73.8948154,R2
Bharat Cycle Shop,5,car_repair,2,1,Dhanori,18.5893592,73.8920061,R2
Bharat Petroleum,3.7,gas_station,2,165,Dhanori,18.5976268,73.9135017,R2
Dr Sushamaa's Homeopathy Clinic and Fitness Center,4.9,gym,2,137,Dhanori,18.597089,73.9015817,R2
"Fllorence Beauty Salon,Spa &Makeup Studio",4.2,beauty_salon,2,135,Dhanori,18.5972148,73.9016087,R2
Fm Flims.,5,movie_theater,2,1,Dhanori,18.5835002,73.8864876,R2
Goodwill Square,4,shopping_mall,2,1757,Dhanori,18.5975885,73.9039566,R2
GTS Institute for UPSC - MPSC,2,university,2,3,Dhanori,18.5780032,73.8961793,R2
Hindustan Petroleum Corporation Limited,3.9,gas_station,2,559,Dhanori,18.59744,73.91315,R2
Jagadguru Aqua,3.5,aquarium,2,2,Dhanori,18.5835,73.886488,R2
Jay Ganesh Washing Centre,2.7,car_wash,2,7,Dhanori,18.5830133,73.8950867,R2
Mermaid Aquatics & Pets,3.8,pet_store,2,25,Dhanori,18.5975586,73.906208,R2
Mhaske Super Market,3.2,shopping_mall,2,17,Dhanori,18.5973816,73.9062904,R2
National Tyres,4,car_repair,2,3,Dhanori,18.5835924,73.8867447,R2
Navkar Jewellers,3.9,jewelry_store,2,24,Dhanori,18.5916199,73.8907251,R2
New B4U Beauty Parlour,0,beauty_salon,2,0,Dhanori,18.589101,73.888235,R2
Parmar Furniture,4,furniture_store,2,6,Dhanori,18.597726,73.904498,R2
Pet shop,4.6,pet_store,2,13,Dhanori,18.5856021,73.8853879,R2
Pets Friend's,5,pet_store,2,3,Dhanori,18.5991907,73.8983205,R2
Pets In Pots,5,pet_store,2,13,Dhanori,18.597828,73.9013051,R2
Relax Zone Beauty Salon & Spa,4.6,beauty_salon,2,75,Dhanori,18.586834,73.886601,R2
Rising Star Group,0,night_club,2,0,Dhanori,18.5896621,73.8900988,R2
Royal Motors,3,car_repair,2,2,Dhanori,18.593868,73.8926834,R2
S.K. Jewellers,3.8,jewelry_store,2,12,Dhanori,18.5813314,73.8860025,R2
Samarth Pet Shop,5,pet_store,2,5,Dhanori,18.5847362,73.885553,R2
Shivshakti Log,0,night_club,2,0,Dhanori,18.5835002,73.8864876,R2
Shree Ganesh Enterprises,5,electronics_store,2,1,Dhanori,18.5893388,73.8919586,R2
Surbhi Kinara,0,night_club,2,0,Dhanori,18.5791404,73.8937682,R2
SwachhCar : Doorstep Car Wash,3.2,car_wash,2,21,Dhanori,18.5818631,73.8954625,R2
C Y D P Shikshan & Krida Mandal,4,university,2,2,Dhanori,18.5797855,73.8926247,R2
7th Heaven Salonss,4,beauty_salon,2,146,Dhanori Road,18.5976529,73.9045405,R2
Sp Aquarium,4.8,pet_store,2,40,Dhanori-Lohegaon Road,18.5975086,73.9112659,R2
NEXT GENERATION STEEL ART,0,furniture_store,2,0,"Dhanori,",18.586176,73.884738,R2
"Bharat Petroleum Petrol Pump , SHRI SAMARATH PETROLEUM",4.1,gas_station,2,40,"Dhanori, Pune",18.5903399,73.8890903,R2
PETLINKS,4.9,aquarium,2,41,Dhayari Phata,18.44044,73.822206,R4
Prashant Hardware,3.5,hardware_store,2,4,Dhaygude Wada,18.5644911,73.8125115,R7
Sagar Aquariam & Animal Planet,3.7,pet_store,2,160,dist _ P,18.5750533,73.8771528,R2
The Chef's Way Cafe,4.3,cafe,2,293,Doctor Ambedkar Chowk,18.5624495,73.8287583,R3
Varma Book Centre,3.9,book_store,2,31,Doctor Ketkar Road,18.5162939,73.8533902,R6
Bharat Petroleum,3.6,gas_station,2,724,"DP Rd, NILAKH",18.5776612,73.7874949,R7
Shri Raj Furniture,4.7,furniture_store,2,350,DP Road,18.5022912,73.8080064,R1
StayWowEveryDay!,3.7,night_club,2,3,DSK Ranwara Road,18.5208642,73.7758026,R1
Beyond Fitness,3,gym,2,5,East Avenue,18.56317,73.917718,R2
Deep Cleaning Services,3.7,laundry,2,7,Erandawana,18.504641,73.8374816,R1
Digital Guru Pune,0,lodging,2,0,Erandawana,18.508813,73.822549,R1
Anish Traders,0,electronics_store,2,0,Erandawane,18.5133793,73.8330844,R1
Guardian Holidays,0,travel_agency,2,0,Erandawane,18.5050055,73.8341331,R1
Institute For Studies In Technology & Engineering,0,university,2,0,Erandawane,18.5086581,73.8313586,R1
Keshwa Wellness Center/Kerala Health Station,0,spa,2,0,Erandawane,18.5069611,73.8330155,R1
Mausam Tours & Travels,2.5,travel_agency,2,2,Erandawane,18.5154819,73.8288648,R1
Shree Enterprises,0,shopping_mall,2,0,Erandawane,18.5086581,73.8313586,R1
Shri Gurukrupa Ayurvedic Clinic & Panchakarma Centre,0,spa,2,0,Erandawane,18.5133793,73.8330844,R1
SwachhCar : Doorstep Car Wash,3.8,car_wash,2,13,Erandawane,18.510118,73.833579,R1
The Yogaway By Asmeeta,2,gym,2,0,Erandawane,18.5094286,73.8311462,R1
Turbo Drive,0,car_repair,2,0,Erandawane,18.5133793,73.8330844,R1
Yash Enterprises,0,furniture_store,2,0,Erandawane,18.5083957,73.830823,R1
AutoVega Mobile Car Services,4,car_repair,2,2,Erandwana,18.499877,73.829948,R1
Main Theater In Film & Television Institute,5,movie_theater,2,1,Erandwana,18.5133069,73.8276165,R1
Hindustan Petroleum Corporation Limited,3.8,gas_station,2,110,Erandwana Gaothan,18.510075,73.8342456,R1
12 Star Garuda,3,lodging,2,1,Erandwane,18.506999,73.828547,R1
Abhay Tours & Travels Pvt. Ltd,3.9,travel_agency,2,11,Erandwane,18.5101666,73.832148,R1
Abhiram Tilak Photography,4.2,university,2,15,Erandwane,18.5147915,73.829062,R1
Abhishek Auto,4.7,car_repair,2,3,Erandwane,18.5110046,73.8365535,R1
Ajantha Drycleaners,0,laundry,2,0,Erandwane,18.5091176,73.8120553,R1
Anamalai University,1,university,2,1,Erandwane,18.515729,73.8348683,R1
Apple Hair Beauty Services,3.4,beauty_salon,2,19,Erandwane,18.5106714,73.8349348,R1
Apple Holidays,5,travel_agency,2,1,Erandwane,18.5059871,73.8373043,R1
Auto Accessories,3,car_repair,2,2,Erandwane,18.5057342,73.8254575,R1
Bata,3.8,shoe_store,2,162,Erandwane,18.510356,73.8341656,R1
Bharati Vidyapeeth New Law College Pune,4.1,university,2,215,Erandwane,18.5142682,73.8195089,R1
Bitscan Services Pvt Ltd,4,electronics_store,2,2,Erandwane,18.5077023,73.8350906,R1
C G Ashtekar Jewellers,4,jewelry_store,2,70,Erandwane,18.5111693,73.8367979,R1
Caf̩ Coffee Day,3.8,cafe,2,1138,Erandwane,18.5117581,73.8292318,R1
Caf̩ Coffee Day Fresh & Ground,4.1,cafe,2,73,Erandwane,18.5106473,73.8355837,R1
Cafe Coffee,4.3,cafe,2,3,Erandwane,18.5114772,73.8365227,R1
Cafe Connect,3.9,cafe,2,172,Erandwane,18.5015911,73.8257113,R1
Cafe Crush,3.9,cafe,2,59,Erandwane,18.5127014,73.8390815,R1
Cafe Paradise,4.1,cafe,1,301,Erandwane,18.5128107,73.8401445,R1
Canteen Kitchen Equipment,5,furniture_store,2,4,Erandwane,18.5056388,73.8312695,R1
Cart91,4,book_store,2,65,Erandwane,18.512714,73.839025,R1
CAR-WASH Shree Ganesh Enterprises,4.1,car_wash,2,34,Erandwane,18.5048971,73.8250086,R1
Chatur Computer Services,3,electronics_store,2,2,Erandwane,18.5027672,73.8288116,R1
City Looks,4,beauty_salon,2,29,Erandwane,18.508961,73.8322824,R1
City Shoes,0,shoe_store,2,0,Erandwane,18.505015,73.8231402,R1
Collection O 15420 Shivajii Nagar,4.1,lodging,2,566,Erandwane,18.5142354,73.8330361,R1
Dawn Studios,4.7,electronics_store,2,225,Erandwane,18.4980472,73.8325181,R1
Delight pet shop karve road,4.2,pet_store,2,90,Erandwane,18.5096757,73.83417,R1
Deluxe Dry Cleaners,3,laundry,2,6,Erandwane,18.5107179,73.835748,R1
Department of Physics,0,university,2,0,Erandwane,18.5130684,73.8206935,R1
Dezire Clinic Pune,4.2,beauty_salon,2,197,Erandwane,18.509265,73.834907,R1
Dr. Kalmadi Shamarao High School and Jr. College,4.1,university,2,122,Erandwane,18.5020843,73.8269693,R1
Durga Cafe,3.8,cafe,1,263,Erandwane,18.51155,73.836719,R1
Dynamix Fitness,4.2,gym,2,38,Erandwane,18.5127383,73.8194668,R1
Godrej Interio,4,furniture_store,2,220,Erandwane,18.5120256,73.8376894,R1
Gorkh room,0,night_club,2,0,Erandwane,18.5049706,73.8294813,R1
Harvest Club,3.8,night_club,2,1242,Erandwane,18.5021824,73.8355214,R1
Hotel Corporate Stay,4,lodging,2,457,Erandwane,18.5626632,73.7799683,R1
HP PETROL PUMP - EXCEL SERVICE CENTRE,3.8,gas_station,2,331,Erandwane,18.509973,73.8343021,R1
Indian Oil Petrol Station,3.8,gas_station,2,477,Erandwane,18.5098588,73.8331109,R1
International Short Film Festival of India,5,movie_theater,2,2,Erandwane,18.5136816,73.828876,R1
IST Institute Of Managemnt,0,university,2,0,Erandwane,18.5051225,73.8274062,R1
Jeet Service Center,4,car_repair,2,21,Erandwane,18.5013567,73.8350355,R1
Jesal Tours and Travels,4,travel_agency,2,2,Erandwane,18.5131637,73.8370542,R1
JiliApp - Local Shops & Deals Pune,0,shopping_mall,2,0,Erandwane,18.512036,73.833463,R1
K Lounge,4.1,night_club,2,369,Erandwane,18.507925,73.835152,R1
Kalyan Jewellers,3.8,jewelry_store,2,1243,Erandwane,18.5091991,73.8329268,R1
Keshva Wellness Centre,0,spa,2,0,Erandwane,18.506995,73.832982,R1
Kriti Media Private Limited,0,electronics_store,2,0,Erandwane,18.5045198,73.8358183,R1
Lee's Beauty Centre & Spa,4.1,beauty_salon,2,75,Erandwane,18.5102173,73.8338218,R1
Liwa Salon,0,beauty_salon,2,0,Erandwane,18.5086303,73.831485,R1
Mankar Dosa Center,3.9,cafe,2,14,Erandwane,18.506017,73.826459,R1
MKAY Skin & Hair Salon,4.6,beauty_salon,2,115,Erandwane,18.5123778,73.8335887,R1
Nirmitee furniture pune,3.6,furniture_store,2,135,Erandwane,18.5099055,73.8298453,R1
NIRMITEE THE GALLERY,3.8,furniture_store,2,69,Erandwane,18.5104575,73.8280445,R1
Nissans salon for Men & Women,3.8,spa,2,6,Erandwane,18.504778,73.825215,R1
Nitrobuzz,3.9,cafe,2,626,Erandwane,18.5040551,73.8308057,R1
Nusserwan Petrol Service Station,0,gas_station,2,0,Erandwane,18.515729,73.8348683,R1
Panam Tours and Travels,0,travel_agency,2,0,Erandwane,18.5017029,73.8278797,R1
Parto.in,0,electronics_store,2,0,Erandwane,18.505875,73.826105,R1
Peafowl Internationals,0,jewelry_store,2,0,Erandwane,18.5101408,73.8313624,R1
PETSGALLERY,4.3,pet_store,2,36,Erandwane,18.5082892,73.8309628,R1
Poona College of Pharmacy,4.1,university,2,162,Erandwane,18.5129408,73.8207248,R1
Prajakta Joglekar,0,car_wash,2,0,Erandwane,18.515947,73.833861,R1
PRIYANKA TUSHAR LOHE (PTL),0,university,2,0,Erandwane,18.5105925,73.8293576,R1
Queen's,4.8,clothing_store,2,5,Erandwane,18.5082033,73.83139,R1
Radha Krishna Pearls,4.7,jewelry_store,2,3,Erandwane,18.5092069,73.8329696,R1
Radiance Beauty Salon and Spa,4,spa,2,28,Erandwane,18.5109426,73.8338208,R1
Rahul Phate's Innovation,3.4,beauty_salon,2,35,Erandwane,18.5148526,73.8288746,R1
Ranka Jewellers,4.1,jewelry_store,2,1187,Erandwane,18.5097835,73.8338708,R1
Rashtriya Shikshan Mandal,0,university,2,0,Erandwane,18.5125383,73.839278,R1
Reliance Mall,4,shopping_mall,2,4205,Erandwane,18.5045809,73.8335535,R1
Reliance SMART,4.1,supermarket,2,176,Erandwane,18.504489,73.833452,R1
Revive Hair & Beauty Studio,4.7,beauty_salon,2,40,Erandwane,18.5003352,73.8233778,R1
Rosebud,0,beauty_salon,2,0,Erandwane,18.514527,73.8287372,R1
Sagar car wash,5,car_wash,2,2,Erandwane,18.4988663,73.8350189,R1
Sai Automobiles Engineering,0,car_repair,2,0,Erandwane,18.511764,73.830426,R1
Sandesh Auto-Lines,0,car_repair,2,0,Erandwane,18.4908219,73.8202874,R1
"Sanskrutas Beauty Studio, Erandwane",4.5,beauty_salon,2,41,Erandwane,18.5035791,73.8312425,R1
Sant Mattresses,4.1,furniture_store,2,10,Erandwane,18.5078879,73.830392,R1
Sant Tapestry,4,furniture_store,2,11,Erandwane,18.5076614,73.8302126,R1
Select Automobiles,4.1,gas_station,2,15,Erandwane,18.5091725,73.8316069,R1
Shreeganesh Computers,2.5,electronics_store,2,2,Erandwane,18.5085054,73.8306148,R1
Shri Krishna Pearls Pvt Ltd,4.2,shopping_mall,2,238,Erandwane,18.5089665,73.8322641,R1
Sonu's pet shop.,3,pet_store,2,12,Erandwane,18.5069615,73.8345449,R1
Supriya`s Spa and Salon,3.9,beauty_salon,2,7,Erandwane,18.5141281,73.8315806,R1
Talwalkars,4,gym,2,3,Erandwane,18.5182786,73.837133,R1
The Travel Shop,5,travel_agency,2,2,Erandwane,18.503072,73.825873,R1
TM Holidays Pvt Ltd,0,travel_agency,2,0,Erandwane,18.514299,73.834299,R1
Vyas Ayurved,5,spa,2,3,Erandwane,18.5128051,73.8329658,R1
Yash Marketing,4.9,pet_store,2,17,Erandwane,18.5050761,73.827837,R1
YEOLEKAR JEWELLERS,4.5,jewelry_store,2,4,Erandwane,18.5021886,73.8284986,R1
Vitalwalls,0,furniture_store,2,0,"Erandwane,",18.50354,73.830453,R1
Madhu Electric & Trading Co,0,shopping_mall,2,0,"Erandwane, Pune",18.5144027,73.8331732,R1
Botany Dept University Of Pune,5,university,2,6,"G'khind Road Aundh, Pune",18.5581036,73.8161007,R3
Creations,0,jewelry_store,2,0,Gadikhana Chowk,18.5118201,73.8580329,R6
"5O'sense Ayurveda, Health Spa, Beauty & Wellness Clinic",4.3,beauty_salon,2,20,Gaikwad nagar,18.557421,73.808266,R3
Unique Computers,0,electronics_store,2,0,Galleria,18.5086606,73.8125444,R1
Avdel (India) Private Limited,0,hardware_store,2,0,Ganesh Khind Road,18.5543085,73.8015752,R3
University of Pune Registrar,3,university,2,3,Ganesh Khind Road,18.5549271,73.8229064,R3
Raj Sales Corporation,0,hardware_store,2,0,Ganesh Mala,18.4859016,73.8281125,R4
Sirvi Bandhu Mithaiwale,4.1,cafe,2,386,Ganesh Market,18.481013,73.872542,R4
Fashion Creations,3.9,clothing_store,2,11,Ganesh Nagar,18.5010865,73.8253342,R1
Hindustan Suppliers,0,hardware_store,2,0,Ganesh Nagar,18.4940191,73.8257325,R1
Papillon Unisex Beauty Salon,3.7,beauty_salon,2,126,Ganesh Nagar,18.4997358,73.8269634,R1
Shreeram Enterprises,0,hardware_store,2,0,Ganesh Nagar,18.4940191,73.8257325,R1
Hari Om,0,car_wash,2,0,Ganesh Peth,18.517454,73.8617895,R6
Competitive Examinations Center,4.4,university,2,10,Ganeshkhind,18.549748,73.8279895,R3
Crossword,3.8,book_store,2,20,Ganeshkhind,18.5378699,73.8354797,R3
DCS,4.5,university,2,2,Ganeshkhind,18.5544839,73.8225091,R3
Department of Biotechnology,4.5,university,2,13,Ganeshkhind,18.5497648,73.8235347,R3
Department of Computer Science,4.8,university,2,24,Ganeshkhind,18.5528899,73.8221339,R3
Department of Geography,4.3,university,2,15,Ganeshkhind,18.5480935,73.8273417,R3
Department of Geoinformatics,4.5,university,2,4,Ganeshkhind,18.5533207,73.8257871,R3
Department of Management Sciences,4.5,university,2,104,Ganeshkhind,18.54717,73.82994,R3
Department of Physics,4.3,university,2,20,Ganeshkhind,18.5512056,73.8236226,R3
E.M.R.C.,4.7,university,2,3,Ganeshkhind,18.5544734,73.8226465,R3
Geoinformatics Lab,5,university,2,1,Ganeshkhind,18.548364,73.828926,R3
Golden Valley kennel,5,pet_store,2,5,Ganeshkhind,18.5626387,73.8280548,R3
ICIT PVT. LTD (Savitribai Phule Pune University),4.6,university,2,68,Ganeshkhind,18.5513188,73.8230805,R3
Lake View Tower,5,night_club,2,1,Ganeshkhind,18.5548263,73.8242191,R3
Modern Law College,3.9,university,2,74,Ganeshkhind,18.5415365,73.8271944,R3
The E - Square Hotel,4.2,movie_theater,2,1510,Ganeshkhind,18.5379422,73.8356136,R3
The E - Square Hotel,4.2,lodging,2,1510,Ganeshkhind,18.5379422,73.8356136,R3
"Women's Studies Centre, Ambedkar Bhawan, University of Pune",4.8,university,2,9,Ganeshkhind,18.5518102,73.8259579,R3
Department of Electronic Science,4.3,university,2,12,Ganeshkhind Road,18.5512836,73.823096,R3
Odyssey Bookstores,4,book_store,2,1,Ganeshkhind Road,18.5417978,73.829616,R3
Ramsukh Resorts & Spa,3.5,spa,2,12,Ganeshkhind Road,18.5163394,73.8432848,R3
Savitribai Phule Pune University,3.9,university,2,1241,"Ganeshkhind Road, Pune",18.5523618,73.826655,R3
Savitribai Phule Pune University Department of Geology,4.3,university,2,29,"Ganeshkhind Road, Pune",18.5484168,73.8273313,R3
Cafe Durga Ganeshnagar,3.9,cafe,1,949,Ganeshnagar,18.5034772,73.8257623,R1
MANDOT SHOPPING MALL,3.9,shopping_mall,2,100,GAnga,18.4593981,73.8776781,R4
Easy Stitch Designer - Best Tailors in Pune,4.8,clothing_store,2,68,Ganga Dham,18.4803982,73.8752184,R4
Meera Beauty Parlour,3.7,spa,2,15,Ganga Dham,18.4790431,73.8731513,R4
Shemale Service in Pune,4.3,spa,2,6,Ganga Dham,18.4661726,73.8767998,R4
Smart - In,0,clothing_store,2,0,Ganga Dham,18.4812744,73.8742933,R4
Sparsh,3,spa,2,3,Ganga Dham,18.480961,73.873513,R4
Elegant,5,hardware_store,2,6,Ganj Peth,18.5081804,73.8681186,R6
Sha Amichand Manaji & Co.,4.5,hardware_store,2,30,Ganj Peth,18.5078695,73.8681231,R6
Shree Hardwares,4.4,hardware_store,2,11,Ganj Peth,18.508277,73.86583,R6
Walji Khimji Patel & Company,4,hardware_store,2,10,Ganj Peth,18.5069985,73.8682794,R6
Ruchita Super Market,0,supermarket,2,0,Ganpati Chowk,18.5665705,73.915338,R2
Bajaj Services Centre,3.6,car_repair,2,133,Ganpati Mandir,18.5063024,73.8272823,R1
Deluxe Dry Cleaners,4.5,laundry,2,2,"Ghorpade Peth,",18.507848,73.863073,R6
Gupta Books And Cloth Merchant,3.6,book_store,2,27,Ghorpadi,18.5257237,73.8948625,R5
Academy for Life Skills Development,4.7,university,2,92,Ghorpadi,18.5278426,73.9099412,R5
Anant Multipurpose Hall,3.8,movie_theater,2,5,Ghorpadi,18.5286174,73.9020366,R5
"Bharat Petroleum, Petrol Pump -Kawade Petroleum",3.5,gas_station,2,437,Ghorpadi,18.5226935,73.9065953,R5
Charles Joseph Photography,0,movie_theater,2,0,Ghorpadi,18.5241329,73.9055797,R5
Daily Treats,4.3,cafe,2,124,Ghorpadi,18.5390708,73.9059945,R5
Heera Jewellers,3.9,jewelry_store,2,10,Ghorpadi,18.5273809,73.8974664,R5
Orient Combat Arts,4.6,gym,2,24,Ghorpadi,18.525956,73.89529,R5
Reliance Fresh,3.8,supermarket,2,1704,Ghorpadi,18.5233907,73.9061525,R5
SKYLARK MEDICAL FOUNDATION,3.8,university,2,105,Ghorpadi,18.525611,73.8944147,R5
The Westin Pune Koregaon Park,4.4,lodging,2,19438,Ghorpadi,18.5393586,73.9062192,R5
Unique Classes - CAMP,5,university,2,9,Ghorpadi,18.5227111,73.9062567,R5
Club ShockK,4.5,night_club,2,2,Ghorpadi Goan,18.537112,73.9091223,R5
Immense Softwares Solutions,0,shopping_mall,2,0,"GMD market Ram Nagar, Akola",18.4725938,73.8029399,R1
Plasto Fab,5,electronics_store,2,1,Gokhale Nagar,18.5300634,73.8272948,R1
The Car Laundry Senapati Bapat Road Pune,4.9,car_wash,2,38,Gokhale Nagar Road,18.5289156,73.8291647,R1
Leptech Solution Pvt. Ltd.,3,electronics_store,2,2,Gokhalenagar,18.540289,73.829781,R3
4 Fitness Club,4.5,gym,2,55,Gokhalenagar,18.5310667,73.8255728,R3
Auto SofTouch Detailing,5,car_wash,2,10,Gokhalenagar,18.5335502,73.8297258,R3
Bharat Petrol Pump,5,gas_station,2,1,Gokhalenagar,18.5326338,73.8414405,R3
Caf̩ Coffee Day - ICC Tech Park,3.6,cafe,2,339,Gokhalenagar,18.5306942,73.829267,R3
Devika Kelkar Travels,4.3,travel_agency,2,4,Gokhalenagar,18.529631,73.821321,R3
Diamond Footwear,0,shoe_store,2,0,Gokhalenagar,18.5307417,73.8231307,R3
Hyundai Service,4.6,car_repair,2,452,Gokhalenagar,18.5294929,73.8256896,R3
JW Marriott Hotel Pune,4.6,lodging,2,27193,Gokhalenagar,18.5324152,73.8297728,R3
Laxmi Motors,5,car_repair,2,2,Gokhalenagar,18.529127,73.823539,R3
Makerville Solutions,5,hardware_store,2,1,Gokhalenagar,18.526292,73.8281644,R3
Mauli Raddi Depot,3.3,book_store,2,33,Gokhalenagar,18.5269697,73.8268439,R3
Mi-A-Mi,3.8,night_club,2,58,Gokhalenagar,18.533571,73.829541,R3
Om Steel,1,furniture_store,2,3,Gokhalenagar,18.5293029,73.8255097,R3
Paasha,4.5,night_club,4,1166,Gokhalenagar,18.533571,73.829541,R3
Pune Baking Company,4.4,cafe,3,617,Gokhalenagar,18.533571,73.829541,R3
Raj Shopee,3.3,book_store,2,3,Gokhalenagar,18.528881,73.825092,R3
Shell select,2.7,gas_station,2,3,Gokhalenagar,18.5267694,73.829556,R3
Shree Jewellers,4,jewelry_store,2,5,Gokhalenagar,18.527549,73.826799,R3
Shree Jewellers,4,jewelry_store,2,5,Gokhalenagar,18.527549,73.826799,R3
SKYE at Eternia Rooftop,4,night_club,3,1557,Gokhalenagar,18.5359756,73.8298279,R3
The Nature Spa,3.9,spa,2,89,Gokhalenagar,18.530769,73.82858,R3
Total Yoga,5,gym,2,2,Gokhalenagar,18.5300634,73.8272948,R3
Uttam Sales Service,0,furniture_store,2,0,Gokhalenagar,18.5154912,73.8227179,R3
V shell petrol pump,4,gas_station,2,4,Gokhalenagar,18.5268079,73.8296183,R3
Vidyalink Centre,4,book_store,2,4,Gokhalenagar,18.5261991,73.8268661,R3
